var_id,var_name,var_desc,var_year
C2269900,ACT-A02,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAVES ARMS DURING FEEDING,2000
C2270000,ACT-A03,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD MOVES AROUND IN CRIB,2000
C2270100,ACT-A04,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS SLEEPY AT SAME TIME,2000
C2270200,ACT-A05,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS HUNGRY AT SAME TIME,2000
C2270300,ACT-A06,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAKES IN THE SAME MOOD,2000
C2270400,ACT-A07,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2000
C2270500,ACT-A08,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2000
C2270600,ACT-A09,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2000
C2270700,ACT-A10,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",2000
C2270800,ACT-A11,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2000
C2270900,ACT-A12,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2000
C2271000,ACT-A13,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2000
C2271100,ACT-A14,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2000
C2271200,ACT-A15,TEMPERAMENT (0-11 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2000
C2271300,ACT-A16,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2000
C2271400,ACT-A17,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2000
C2271500,ACT-B01,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2000
C2271600,ACT-B02,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2000
C2271700,ACT-B03,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2000
C2271800,ACT-B04,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",2000
C2271900,ACT-B05,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2000
C2272000,ACT-B06,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2000
C2272100,ACT-B07,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2000
C2272200,ACT-B08,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2000
C2272300,ACT-B09,TEMPERAMENT (12-23 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2000
C2272400,ACT-B10,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2000
C2272500,ACT-B11,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2000
C2272600,ACT-C01,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,2000
C2272700,ACT-C02,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,2000
C2272800,ACT-C03,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,2000
C2272900,ACT-C04,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,2000
C2273000,ACT-C05,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,2000
C2273100,ACT-C06,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,2000
C2273200,ACT-C07,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,2000
C2273300,ACT-C08,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,2000
C2273400,ACT-C09,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,2000
C2273500,ACT-C10,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,2000
C2273600,ACT-C11,"TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",2000
C2273700,ACT-C12,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,2000
C2273800,ACT-C13,TEMPERAMENT (24-47 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2000
C2273900,ACT-C14,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,2000
C2274000,ACT-C15,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD COPIES MOTHER ACTIONS,2000
C2274100,ACT-C16,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2000
C2274200,ACT-C17,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,2000
C2274300,ACT-C18,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,2000
C2274400,ACT-C19,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,2000
C2274500,ACT-C20,TEMPERAMENT (24-47 MONTHS): HOW OFTEN CHILD SLEPT THROUGH THE NIGHT IN PAST YEAR,2000
C2274600,ACT-END,MACHINE:END OF TEMPERAMENT (HOW MY CHILD USUALLY ACTS) ASSESSMENT,2000
C2435800,MS3-01,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO EAT,2000
C2435900,MS3-02,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,2000
C2436000,MS3-03,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD RESISTS GOING TO BED,2000
C2436100,MS3-04,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,2000
C2436200,MS3-05,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,2000
C2436300,MS3-06,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,2000
C2436400,MS3-07,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,2000
C2436500,MS3-08,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,2000
C2436600,MS3-09,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,2000
C2436700,MS3-10,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,2000
C2436800,MS3-11,"TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",2000
C2436900,MS3-12,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,2000
C2437000,MS3-13,TEMPERAMENT (4-6 YRS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2000
C2437100,MS3-14,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,2000
C2437200,MS3-15,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD COPIES MOTHER ACTIONS,2000
C2437300,MS3-16,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2000
C2437400,MS3-17,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,2000
C2437500,MS3-18,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,2000
C2437600,MS3-19,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,2000
C2437700,MS3-20,TEMPERAMENT (4-6 YRS): HOW OFTEN CHILD HAS SLEPT THROUGH THE NIGHT IN PAST YEAR,2000
C2504700,COMPLY2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,2000
C2504800,INSECUR2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,2000
C2504900,SOCIAB2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,2000
C2505000,ACTVTY2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: ACTIVITY RAW SCORE,2000
C2505100,PREDCT2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: PREDICTABILITY RAW SCORE,2000
C2505200,DIFFIC2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE - ABBREV,2000
C2505300,FEAR2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,2000
C2505400,FRIEND2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE - ABBREV,2000
C2505500,AFFECT2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,2000
C2505600,NEGATV2000,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,2000
C2533200,COMPLY2002,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,2002
C2533300,INSECUR2002,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,2002
C2533400,SOCIAB2002,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,2002
C2533500,DIFFIC2002,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE - ABBREV,2002
C2533600,FEAR2002,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,2002
C2533700,FRIEND2002,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE - ABBREV,2002
C2533800,AFFECT2002,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,2002
C2533900,NEGATV2002,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,2002
C2725100,ACT-START,BEGIN SECTION: CHILD TEMPERAMENT,2002
C2725200,ACT-AGECK1,TEMPERAMENT: MACHINE CHECK - AGE AND ELIGIBILITY CHECK,2002
C2725300,ACT-AGECK2,TEMPERAMENT: MACHINE CHECK - BRANCH ON AGE OF CHILD TO APPROPRIATE SECTION,2002
C2725400,ACT-B01,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2002
C2725500,ACT-B02,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2002
C2725600,ACT-B03,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2002
C2725700,ACT-B04,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, OR DENTIST",2002
C2725800,ACT-B05,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2002
C2725900,ACT-B06,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2002
C2726000,ACT-B07,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2002
C2726100,ACT-B08,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2002
C2726200,ACT-B09,TEMPERAMENT (12-23 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2002
C2726300,ACT-B10,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2002
C2726400,ACT-B11,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2002
C2726500,ACT-C01,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,2002
C2726600,ACT-C02,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,2002
C2726700,ACT-C03,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,2002
C2726800,ACT-C04,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,2002
C2726900,ACT-C05,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,2002
C2727000,ACT-C06,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,2002
C2727100,ACT-C07,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,2002
C2727200,ACT-C08,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,2002
C2727300,ACT-C09,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,2002
C2727400,ACT-C10,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,2002
C2727500,ACT-C11,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",2002
C2727600,ACT-C12,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,2002
C2727700,ACT-C13,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2002
C2727800,ACT-C14,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,2002
C2727900,ACT-C15,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOTHER ACTIONS,2002
C2728000,ACT-C16,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2002
C2728100,ACT-C17,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,2002
C2728200,ACT-C18,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,2002
C2728300,ACT-C19,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,2002
C2728400,ACT-C20,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD HAS SLEPT THROUGH THE NIGHT IN PAST YEAR,2002
C2728500,ACT-END,END SECTION: CHILD TEMPERAMENT,2002
C2804000,COMPLY2004,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,2004
C2804100,INSECUR2004,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,2004
C2804200,SOCIAB2004,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,2004
C3001000,ACT-START,BEGIN SECTION: CHILD TEMPERAMENT,2004
C3001100,ACT-AGECK1,TEMPERAMENT: MACHINE CHECK - AGE AND ELIGIBILITY CHECK,2004
C3001200,ACT-AGECK2,TEMPERAMENT: MACHINE CHECK - BRANCH ON AGE OF CHILD TO APPROPRIATE SECTION,2004
C3001300,ACT-C01,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,2004
C3001400,ACT-C02,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,2004
C3001500,ACT-C03,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,2004
C3001600,ACT-C04,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,2004
C3001700,ACT-C05,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,2004
C3001800,ACT-C06,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,2004
C3001900,ACT-C07,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,2004
C3002000,ACT-C08,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,2004
C3002100,ACT-C09,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,2004
C3002200,ACT-C10,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,2004
C3002300,ACT-C11,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",2004
C3002400,ACT-C12,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,2004
C3002500,ACT-C13,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2004
C3002600,ACT-C14,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,2004
C3002700,ACT-C15,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOTHER ACTIONS,2004
C3002800,ACT-C16,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2004
C3002900,ACT-C17,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,2004
C3003000,ACT-C18,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,2004
C3003100,ACT-C19,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,2004
C3003200,ACT-C20,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD HAS SLEPT THROUGH THE NIGHT IN PAST YEAR,2004
C3003300,ACT-END,END SECTION: CHILD TEMPERAMENT,2004
C3112500,COMPLY2006,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,2006
C3112600,INSECUR2006,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,2006
C3112700,SOCIAB2006,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,2006
C3403500,MS-ACT-START,BEGIN SECTION: CHILD TEMPERAMENT,2006
C3403600,MS-ACT-AGECK1,TEMPERAMENT: MACHINE CHECK - AGE AND ELIGIBILITY CHECK,2006
C3403700,MS-ACT-AGECK2,TEMPERAMENT: MACHINE CHECK - BRANCH ON AGE OF CHILD TO APPROPRIATE SECTION,2006
C3403800,MS-ACT-A01,TEMPERAMENT PART A: HOW OFTEN CHILD SQUIRMS AND KICKS DURING FEEDING,2006
C3403900,MS-ACT-A02,TEMPERAMENT PART A: HOW OFTEN CHILD WAVES ARMS DURING FEEDING,2006
C3404000,MS-ACT-A03,TEMPERAMENT PART A: HOW OFTEN CHILD MOVES AROUND IN CRIB,2006
C3404100,MS-ACT-A04,TEMPERAMENT PART A: HOW OFTEN CHILD GETS SLEEPY AT SAME TIME,2006
C3404200,MS-ACT-A05,TEMPERAMENT PART A: HOW OFTEN CHILD GETS HUNGRY AT SAME TIME,2006
C3404300,MS-ACT-A06,TEMPERAMENT PART A: HOW OFTEN CHILD WAKES IN THE SAME MOOD,2006
C3404400,MS-ACT-A07,"TEMPERAMENT PART A: HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2006
C3404500,MS-ACT-A08,TEMPERAMENT PART A: HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2006
C3404600,MS-ACT-A09,TEMPERAMENT PART A: HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2006
C3404700,MS-ACT-A10,"TEMPERAMENT PART A: HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, OR DENTIST",2006
C3404800,MS-ACT-A11,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2006
C3404900,MS-ACT-A12,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2006
C3405000,MS-ACT-A13,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2006
C3405100,MS-ACT-A14,TEMPERAMENT PART A: HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2006
C3405200,MS-ACT-A15,TEMPERAMENT PART A: HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2006
C3405300,MS-ACT-A16,TEMPERAMENT PART A: HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2006
C3405400,MS-ACT-A17,TEMPERAMENT PART A: HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2006
C3405500,MS-ACT-B01,"TEMPERAMENT PART B: HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2006
C3405600,MS-ACT-B02,TEMPERAMENT PART B: HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2006
C3405700,MS-ACT-B03,TEMPERAMENT PART B: HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2006
C3405800,MS-ACT-B04,"TEMPERAMENT PART B: HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, OR DENTIST",2006
C3405900,MS-ACT-B05,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2006
C3406000,MS-ACT-B06,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2006
C3406100,MS-ACT-B07,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2006
C3406200,MS-ACT-B08,TEMPERAMENT PART B: HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2006
C3406300,MS-ACT-B09,TEMPERAMENT PART B: HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2006
C3406400,MS-ACT-B10,TEMPERAMENT PART B: HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2006
C3406500,MS-ACT-B11,TEMPERAMENT PART B: HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2006
C3406600,MS-ACT-C01,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,2006
C3406700,MS-ACT-C02,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,2006
C3406800,MS-ACT-C03,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,2006
C3406900,MS-ACT-C04,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,2006
C3407000,MS-ACT-C05,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,2006
C3407100,MS-ACT-C06,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,2006
C3407200,MS-ACT-C07,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,2006
C3407300,MS-ACT-C08,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,2006
C3407400,MS-ACT-C09,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,2006
C3407500,MS-ACT-C10,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,2006
C3407600,MS-ACT-C11,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",2006
C3407700,MS-ACT-C12,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,2006
C3407800,MS-ACT-C13,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2006
C3407900,MS-ACT-C14,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,2006
C3408000,MS-ACT-C15,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOTHER ACTIONS,2006
C3408100,MS-ACT-C16,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2006
C3408200,MS-ACT-C17,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,2006
C3408300,MS-ACT-C18,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,2006
C3408400,MS-ACT-C19,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,2006
C3408500,MS-ACT-C20,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD HAS SLEPT THROUGH THE NIGHT IN PAST YEAR,2006
C3408600,MS-ACT-END,END SECTION: CHILD TEMPERAMENT,2006
C3616200,COMPLY2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,2008
C3616300,INSECUR2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,2008
C3616400,SOCIAB2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,2008
C3616500,DIFFIC2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE - ABBREV,2008
C3616600,FEAR2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,2008
C3616700,FRIEND2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE - ABBREV,2008
C3616800,AFFECT2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,2008
C3616900,NEGATV2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,2008
